pv cf,heat_demand_kW,electricity_demand_kW,T_outside
0.00966,4.53193383333333,0.14909715,-0.5
0.02462,4.091724,0.1332557,-0.3
0.04688,3.931446,0.160892433333333,0.1
0.03112,3.848265,0.201269,0.1
0.01774,4.58550133333333,0.209159666666667,1.1
0.01094,4.735916,0.7711845,0.6
0,4.26611266666667,0.663802166666667,0.1
0,4.47901766666667,0.709249166666667,-0.6
0,4.750109,0.4494915,-1.6
0,5.58987216666667,0.3565875,-1.7
0,6.16214083333333,1.46501905833333,-2.3
0,4.550163,0.498189135,-2.3
0,3.75612766666667,0.359696113333333,-2.5
0,2.36446466666667,0.142118011666667,-2.7
0,1.74059833333333,0.113271473333333,-2.7
0,2.0452695,0.124392766666667,-2.6
0,2.13765133333333,0.121622016666667,-2.8
0,2.246072,0.113836666666667,-2.6
0,2.47125,0.113966516666667,-2.8
0,3.21722116666667,0.134757566666667,-2.4
0,4.721593,0.119169016666667,-3.4
0,7.06982566666667,0.335039216666667,-4.2
0.00994,6.32484383333333,0.2634765,-5
0.07176,5.42508316666667,0.239800666666667,-5.3
0.1641,5.74088566666667,1.14115348333333,-3.8
0.27474,5.4376225,1.03169366666667,-3
0.36548,4.56240483333333,0.6642425,-2.6
0.4057,4.46933566666667,0.1594655,-2.3
0.31194,4.5119935,0.317178666666667,-2.9
0.09254,4.70259583333333,0.312469,-3.2
0,4.7986885,0.2640955,-3.1
0,4.96093066666667,0.301431666666667,-3.1
0,6.447054,0.2882375,-3.3
0,5.28218816666667,0.3774035,-2.9
0,5.16561933333333,0.261221,-3.5
0,4.88611683333333,0.366444833333333,-3.3
0,4.1981455,0.380479833333333,-3.6
0,2.900277,0.355447833333333,-3.3
0,2.26114866666667,0.366699666666667,-3.1
0,2.41017416666667,0.3827155,-2.9
0,2.492073,0.223476,-2.8
0,2.61880333333333,0.1940945,-3
0,2.881348,0.194928,-3.5
0,3.7511135,0.13680445,-3.7
0,6.7328065,0.184088133333333,-3.8
0,6.81164416666667,0.203090166666667,-4.2
0.12036,6.5543215,0.2114785,-4.2
0.3668,6.23454116666667,0.203766666666667,-4.4
0.52516,5.8734555,0.158164,-4.2
0.5907,5.51986616666667,0.144063666666667,-2.9
0.56784,5.31952816666667,0.149401383333333,-3.2
0.4212,5.21101366666667,0.146835116666667,-2.7
0.18464,5.33864966666667,0.633802166666667,-2.2
0.02682,5.392158,0.513166833333333,-2.1
0,5.59502283333333,0.265374,-1.7
0,5.78418916666667,0.43213,-2.3
0,6.00122916666667,0.499123166666667,-2.3
0,6.77132483333333,0.330127333333333,-2.2
0,6.726238,0.636193933333333,-2.7
0,5.69695933333333,0.977783333333333,-3.3
0,4.8948205,0.430595166666667,-3.1
0,3.45947066666667,0.498315,-3.9
0,2.77247866666667,0.59353426,-4.1
